text,label
dasar hasil investigasi analisis simpul sebab jadi celaka persepsi kemudi truk tronton posisi kendara tikung lewat marka tengah lebar bak muat overdimension akibat ruang jalur mobil bus kurang mana dapat antisipasi mobil bus gerak cepat ratarata di atas kmjam bentur dua kendara elak,UA
dasar hasil investigasi simpul jadi celaka oleh jam kerja kemudi lebih jam kerja kondisi kemudi ada sakit akibat kemudi alami lelah turun daya motorik tubuh akibat kemudi ruas jalan cekik batas kota negara kemudi dapat kendali kendara tambah ada potensi rollover mobil bus sedang isuzu elf nhr cukup tinggi akibat kendara guling tabrak dapat hindar,UA
dasar hasil investigasi simpul jadi celaka oleh jam kerja kemudi lebih jam kerja kondisi kemudi ada sakit akibat kemudi alami lelah turun daya motorik tubuh akibat kemudi ruas jalan cekik batas kota negara kemudi dapat kendali kendara tambah ada potensi rollover mobil bus sedang isuzu elf nhr cukup tinggi akibat kendara guling tabrak dapat hindar,PRE
hasil investigasi simpul jadi celaka sebab ada perbedaaan perangkat selamat sistem rem kendara tarik kereta tempel tangki sistem rem hino fm jd head tractor lengkap teknologi antilock brake system abs sedang sistem rem trailer tangki lengkap teknologi abs jadi rem dadak gera bagi head tractor kereta tempel jadi selaras roda head tractor slip rem kunci sedang roda kereta tempel kunci teknologi abs lanjut laju gera kendara baik head tractor maupun kereta tempel jadi kendali,UA
dasar hasil investigasi analisis simpul sebab jadi celaka mobil bus rawat cara kala sistem rem gerak kopling sistem pindah daya kerja optimal ini akibat mobil bus cepat tinggi lewat jalan turun curam dengan tikung tajam,PRE
fatalitas tambah pasang sabuk selamat tiap kursi tumpang karena tidak sempurna desain pasang pagar kam jalan,PRE
celaka jadi akibat tugas jpl lambat antisipasi datang kereta belum pintu lintas tutup sirine bunyi kendara masuk dalam lintas lanjut kemudi sudah ada di lintas alami turun situation awareness factor akibat panik sebab ambil putus keliru dampak mati mesin kendara tepat atas rel,PRE
celaka jadi akibat tugas jpl lambat antisipasi datang kereta belum pintu lintas tutup sirine bunyi kendara masuk dalam lintas lanjut kemudi sudah ada di lintas alami turun situation awareness factor akibat panik sebab ambil putus keliru dampak mati mesin kendara tepat atas rel,UA
fatalitas korban rendah tahan tubruk mobil bus khusus bagi pintu belakang lepas saat jadi tabrak tidak lengkap tempat duduk tumpang sabuk kam,PRE
hasil investigasi simpul jadi celaka sebab pilih rute alternatif jarak tempuh lebih panjang banding rute normal ketidakpahaman baca indikator tekan angin ada dashboard akibat operasi kendara laku cara kurang selamat terburuburu jadi ketidaktepatan laku tindak lambat jalan turun panjang mobil bus keluar jalur tikung lokasi jadi celaka,UA
fatalitas tinggi korban celaka akibat tidak sedia sabuk kam kursi tumpang,PRE
hasil investigasi simpul jadi celaka ketidakstabilanolengnya gera mobil pickup jelang lokasi jadi celaka kempis ban kanan belakang muat mobil pickup orang tumpang overcapacity posisi diri bak muat kempis ban sebab oleh rusak ban akibat lintas bahu batu kerikil tajam tambal lubang tambal tidak standar lanjut gera mobil pickup tidak kendali sebab mobil pickup tabrak dinding tanah guling,UA
fatalitas tinggi korban celaka akibat guna mobil barang angkut orang perhati standar selamat unsur crashworthiness tumpang banyak lempar tindih mobil pickup celaka jadi,UA
perilaku kemudi mati mesin kendara atur posisi tuas pindah dayapersneling ada roda gigi netral jalan turun ekstrim lokasi tabrak awal kendara laju cepat sulit kendali,UA
hasil investigasi temu celaka jadi akibat truk cpo parkir tikung jalan pasang segitiga kam lampu isyarat bahu jalan lebar bawah standar ini akibat kemudi mobil bus po makmur mampu antisipasi ambil lajur lawan arah hindar truk sebut saat sama arah lawan muncul mobil bus fa bangun semesta pt als tabrak dapat hindar,PRE
hasil investigasi temu celaka jadi akibat truk cpo parkir tikung jalan pasang segitiga kam lampu isyarat bahu jalan lebar bawah standar ini akibat kemudi mobil bus po makmur mampu antisipasi ambil lajur lawan arah hindar truk sebut saat sama arah lawan muncul mobil bus fa bangun semesta pt als tabrak dapat hindar,UA
jadi fatalitas tinggi oleh korosi jadi mobil po makmur bus fa bangun semesta parah kurang survival space guna kaca bukan safety glass mobil bus po makmur mobil bus fa bangun semesta,PRE
kemudi mobil bus kemudi kendara kurang hitung cepat kondisi jalan basah jalan tikung muat tumpang penuh tinggi kendara,PRE
kemudi mobil bus kemudi kendara kurang hitung cepat kondisi jalan basah jalan tikung muat tumpang penuh tinggi kendara,UA
kemudi bus operasi kendara lama hari berturutturut ini tunjuk waktu kerja kemudi lebih waktu kerja tentu baik undangundang ketenagakerjaan maupun undangundang lalu lintas angkut jalan durasi kemudi panjang kontraksi otot statis dampak tingkat tekan buluh darah ruas jalan tol cikopopalimanan lurus datar buat kemudi alami bosan halusinasi kemudi ini akibat kemudi alami hilang sadar microsleep turun daya konsentrasi reaksi,UA
kemudi bus operasi kendara lama hari berturutturut ini tunjuk waktu kerja kemudi lebih waktu kerja tentu baik undangundang ketenagakerjaan maupun undangundang lalu lintas angkut jalan durasi kemudi panjang kontraksi otot statis dampak tingkat tekan buluh darah ruas jalan tol cikopopalimanan lurus datar buat kemudi alami bosan halusinasi kemudi ini akibat kemudi alami hilang sadar microsleep turun daya konsentrasi reaksi,PRE
jumlah tempat duduk mobil bus sesuai kartu uji tumpang masuk kemudi sedang nyata mobil bus isi tumpang masuk kemudi jumlah tumpang lebih kapasitas mobil bus kurang efektifitas rem kendara,UA
mobil truk muat lebih daya angkut diijinkan kemudi cepat kira atas kmjam hasil cctv ruas jalan lokasi jadi celaka miring cukup ekstrim sebab kendara sulit lambat,UA
celaka lelah kemudi kemudi kendara jarak jauh waktu tempuh lama tidak kemudi cadang,PRE
jumlah waktu istirahat kemudi waktu kerja atur jelas pt tenaga inti global selaku operator sebut pengaruh sistem manajemen angkut,UA
jumlah waktu istirahat kemudi waktu kerja atur jelas pt tenaga inti global selaku operator sebut pengaruh sistem manajemen angkut,PRE
lebar jalan meter lalu lintas padat cuaca malam hari tidak hujan lurus picu kemudi kemudi kendara cepat tinggi antuk,PRE
mampu terampil kemudi hadap paham respon kemudi hadap kondisi lingkung masih kurang kemudi dapat antisipasi situasi kritis kemudi mampu hindar pohon tumbang,PRE
mampu terampil kemudi hadap paham respon kemudi hadap kondisi lingkung masih kurang kemudi dapat antisipasi situasi kritis kemudi mampu hindar pohon tumbang,UA
mungkin psikologisemosi kemudi pengaruh kondisi lalu lintas alami sebelumya di indikasi waktu berangkat depok pukul wib tiba di cimacan lokasi celaka pukul wib waktu tempuh depok cimacan lama jam anggap lama ketika peluang jalan lebih bebas kemudi bus cenderung pacu bus lebih tinggi,PRE
kemudi bus pariwisata milik po fajar transport kemudi kendara cepat tinggi kurang kuasa kondisi kendara saat lewat daerah tempat jadi bekas jejak ban tempat jadi tahu posisi akhir pindah gigi cepat versneleng rusa kendara akibat bentur keras bagi depan bus cepat tinggi jadi celaka kemudi bus pariwisata milik po fajar transport tiba tiba bisa henti laju kendara saat bus tabrak kendara pertama ada depan kendara angkut kota warna hijau nomor polisi t tf duga kemudi kurang kuasa kondisi kendaraaan ada jalan,UA
teliti wawancara laku tahu kemudi sangkut kurang milik alam terampil hadap kondisi darurat utama kendara bakar,UA
waktu kerja kemudi sejak muat barang berangkat surabaya ke lamongan jam istirahat lama jam ada lalu lintas macet total dasar atur perintah nomor tahun kendara kemudi pasal atur waktu istirahat waktu kerja kemudi kendara umum delapan jam hari kemudi kendara lama empat jam berturutturut beri istirahat sekurangkurangnya tengah jam dasar pasal usaha angkut umum operasi kendara lebih waktu bagaimana maksud sedia kemudi ganti usaha angkut umum laku ganti kemudi kemudi ganti telah jangka waktu bagaimana maksud,UA
waktu kerja kemudi sejak muat barang berangkat surabaya ke lamongan jam istirahat lama jam ada lalu lintas macet total dasar atur perintah nomor tahun kendara kemudi pasal atur waktu istirahat waktu kerja kemudi kendara umum delapan jam hari kemudi kendara lama empat jam berturutturut beri istirahat sekurangkurangnya tengah jam dasar pasal usaha angkut umum operasi kendara lebih waktu bagaimana maksud sedia kemudi ganti usaha angkut umum laku ganti kemudi kemudi ganti telah jangka waktu bagaimana maksud,PRE
simpul mungkin probable cause jadi peristiwa celaka sumber faktor manusia kelelahanfatique akibat lalai ketidakcakapan lalu lintas jalan utama hadap situasi kritis datang cara tibatiba kondisi teknis layak jalan kendara guna ban ukur merk beda alur ban penuh syarat teknis minimal mm pada saat laku rem cara dadak kendara dapat henti cara sempurna cengkraman ban hadap muka jalan bagusburuk,UA
simpul mungkin probable cause jadi peristiwa celaka sumber faktor manusia kelelahanfatique akibat lalai ketidakcakapan lalu lintas jalan utama hadap situasi kritis datang cara tibatiba kondisi teknis laik jalan kendara guna ban ukur merk beda alur ban penuh syarat teknis minimal mm pada saat laku rem cara dadak kendara dapat henti cara sempurna cengkraman ban hadap muka jalan bagusburuk,UA
simpul mungkin probable cause jadi peristiwa celaka sumber faktor manusia kelelahanfatique akibat lalai ketidakcakapan lalu lintas jalan utama hadap situasi kritis datang cara tibatiba kondisi teknis laik jalan kendara guna ban ukur merk beda alur ban penuh syarat teknis minimal mm pada saat laku rem cara dadak kendara dapat henti cara sempurna cengkraman ban hadap muka jalan bagusburuk,PRE
demikian simpul mungkin probable cause jadi peristiwa celaka sumber faktor sesuai klas jalan kendara motor guna kendara motor muat begitu banyak sesuai jalan desa klasnya rendah,UA
mungkin probable cause jadi peristiwa celaka sumber ada gagal kendali kendara sebab kondisi fisik kemudi antuk cepat tinggi dengan kondisi jalan licin tikung tajam ubah diameter roda kemudi lebih kecil ubah ukur roda lebih besar standar kondisi aspal jalan tanjak sedikit,UA
mungkin probable cause jadi peristiwa celaka sumber ada gagal kendali kendara sebab kondisi fisik kemudi antuk cepat tinggi dengan kondisi jalan licin tikung tajam ubah diameter roda kemudi lebih kecil ubah ukur roda lebih besar standar kondisi aspal jalan tanjak sedikit,PRE
kemudi mungkin alami lelah antuk turun sadar akibat sesuatu alami hal tidak penuh syarat utama kemudi mampu kemudi kendara wajar,PRE
tingkat waspada kemudi mampu antisipasi hadap medan jalan kurang ini bukti sangkut mampu hadap kondisi ubah cara dadak tidak mampu kendali kendara baik,PRE
tingkat waspada kemudi mampu antisipasi hadap medan jalan kurang ini bukti sangkut mampu hadap kondisi ubah cara dadak tidak mampu kendali kendara baik,UA
meski kemudi mobil bus milik alam kerja cukup tahu medan lintas lalu saat tanjak jelang tikung kiri kemudi usaha kendara di depan posisi aman kemudi patuh tata cara lalu lintas cantum dal pasal uu no tahun tiap orang guna jalan wajib patuh tetang syarat teknis laik jalan panik kemudi hadap masalah sebut tidak dapat kendali baik mobil bus yang luncur mundur tunjuk tingkat cakap kemudi sebut sangat kurang ini jadi faktor utama jadi celaka,PRE
meski kemudi mobil bus milik alam kerja cukup tahu medan lintas lalu saat tanjak jelang tikung kiri kemudi usaha kendara di depan posisi aman kemudi patuh tata cara lalu lintas cantum dal pasal uu no tahun tiap orang guna jalan wajib patuh tetang syarat teknis laik jalan panik kemudi hadap masalah sebut tidak dapat kendali baik mobil bus yang luncur mundur tunjuk tingkat cakap kemudi sebut sangat kurang ini jadi faktor utama jadi celaka,UA
hasil investigasi teliti tim knkt lokasi jadi wawancara pihak libat saksisaksi temu faktafakta bagai ikut a kemudi bus pacu kendara kejar waktu ingin segera di tempat tuju b mungkin kemudi milik sifat rasa oleh bangga manakala lolos suatu yang bahaya macam sifat angkuh sombong cenderung ugalugalan,PRE
tingkat waspada mahir kemudi kemudi kendara medan demikian golong cakap saat jadi mungkin kondisistamina kemudi lelah konsentrasi mampu antisipasi hadap mungkin dapat jadi sewaktuwaktu di luar duga dapat direspon cara baik ini kait cara erat kerja lebih batas jam kerja normal terlalu banyak lemburovertime akibat kurang waktu istirahat,PRE
tingkat waspada mahir kemudi kemudi kendara medan demikian golong cakap saat jadi mungkin kondisistamina kemudi lelah konsentrasi mampu antisipasi hadap mungkin dapat jadi sewaktuwaktu di luar duga dapat direspon cara baik ini kait cara erat kerja lebih batas jam kerja normal terlalu banyak lemburovertime akibat kurang waktu istirahat,UA
tiap hari kemudi operasi mobil barangdump truck angkut pekerjakaryawan usaha kebun sawit barakbarak tempat tinggal tuju lokasi kebun itu juga angkut alat kebun satu tempat tempat areal kebun sama ke tempattempat luar areal kebun jarak cukup jauh pihak manajemen pt maju aneka sawit atur jam kerja karyawannya cenderung beri bebas laku kerja lembur over time sisi upah sangkut oleh tambah cukup besar dari sisi kesehatanstamina karyawan beri dampak kurang baik sangkut milik waktu cukup istirahat stamina turun alami lelah dalam kondisi tubuh lelah sekira kemudi kendara mungkin timbul halhal yang tidak diinginkankecelakaan,PRE
hasil investigasi teliti tim knkt lokasi jadi wawancara pihak libat saksisaksi oleh temu faktafakta bagai ikut faktor manusia celaka sangat peran utama kemudi mobil tumpang carry lalai ketidakcakapan hitung jarak aman siap faktor manusia milik lemah hal hitung merespon antisipasi kondisi jadi cara cepat dadak faktor sarana jadi faktor jadi celaka faktor prasarana lingkung jadi faktor dukung kurang rambu ada lokasi jadi kondisi jalan lurus volume kendara rendah mana sering timbul suasana statis monoton demikian simpul mungkin probable cause jadi peristiwa celaka sumber dari faktor manusia yang milik lalai ketidakcakapan lalu lintas jalan,UA
kemudi mobil bus mungkin alami lelah antuk turun sadar akibat sesuatu alami hal tidak penuh syarat utama kemudi badan sehat dalam bugar,PRE
tingkat waspada mahir kemudi mobil bus hadap medan demikian golong cakap ini bukti sangkut mampu hadap kondisi ubah cara dadak tidak mampu kendali kendara baik,UA
tingkat waspada mahir kemudi mobil bus hadap medan demikian golong cakap ini bukti sangkut mampu hadap kondisi ubah cara dadak tidak mampu kendali kendara baik,PRE
kemudi kurang menguasaimengenal medan rute pandaan prigen,UA
demikian simpul mungkin probability cause jadi peristiwa celaka sumber tidak terampil cakap kemudi kemudi kendara utama hadap kondisi ekstrim datang cara tibatiba saat kritis kondisi teknis kendara tidak rawat cara baik kondisi geometrik jalan tidak layak lintas kendara angkut berat masuk hal kendaran motor mobil tarik rangkai semi trailer kereta tempel muat air minum kemas sebut,PRE
demikian simpul mungkin probability cause jadi peristiwa celaka sumber tidak terampil cakap kemudi kemudi kendara utama hadap kondisi ekstrim datang cara tibatiba saat kritis kondisi teknis kendara tidak rawat cara baik kondisi geometrik jalan tidak layak lintas kendara angkut berat masuk hal kendaran motor mobil tarik rangkai semi trailer kereta tempel muat air minum kemas sebut,UA
kemudi mobil bus kemudi cepat tinggi kurang berhatihati ini dari saksisaksi ada lokasi saat jadi rusak berat kendara mobil bus maupun kendara truk semi trailer jadi celaka human factor,UA
kondisi muka ruas jalan sama lokasi jadi celaka mana muka ruas jalan semarang kalong lebih tinggi banding kalong semarang tinggi median jalan tetap tidak ada tinggi akibat kendara arah semarang kalong dengan mudah pindah jalur arah lawan balik kendara lintas arah kalong semarang terima efek silau lampu kendara datang arah lawan,PRE
kurang rambu ingat kondisi geometri jalan turun maupun tanjak rambu batas cepat lampu terang jalan sangat minim jarak terlalu jauh satu lain pada malam hari kondisi ruas jalan gelap,PRE
kemudi tidak milik kompetensi sim kemudi kendara motor khusus kendara motor angkut berat peti kemas,UA
infrastruktur jalan rusak banyak lubang muat lebih overload ban roda depan kanan mobil bus isuzu pecah akibat masuk dalam lubang kendara oleng tabrak median jalan pindah jalur arah lawan celaka dapat hindar,PRE
kemudi tanggap terampil dalam hadap situasi kondisi ekstrem muncul cara tibatiba kendara mobil bus isuzu dalam jarak aman mobil bus isuzu ada depan sesuai atur pp tahun prasarana lalu lintas jalan pasal jarak kendara bunyi kemudi waktu ikut ada belakang kendara wajib jaga jarak kendara ada depan,UA
kemudi tanggap terampil dalam hadap situasi kondisi ekstrem muncul cara tibatiba kendara mobil bus isuzu dalam jarak aman mobil bus isuzu ada depan sesuai atur pp tahun prasarana lalu lintas jalan pasal jarak kendara bunyi kemudi waktu ikut ada belakang kendara wajib jaga jarak kendara ada depan,PRE
pasang bumper tambah standar mobil barang truk gandeng akibat korban alami kondisi sangat parah alami tingkat fatalitas tinggi sebut dengan pp tahun kendara kemudi pasal ayat bunyi bumper depan bagaimana maksud ayat boleh tonjol depan lebih cm lewat badan kendara paling depan,PRE
pasang bumper tambah standar mobil barang truk gandeng akibat korban alami kondisi sangat parah alami tingkat fatalitas tinggi sebut dengan pp tahun kendara kemudi pasal ayat bunyi bumper depan bagaimana maksud ayat boleh tonjol depan lebih cm lewat badan kendara paling depan,UA
demikian simpul mungkin probability cause jadi peristiwa celaka adalah sumber faktor manusia kemudi kendara cepat tinggi perhati kondisi prasarana kendara laju arah lawan tabrak dapat hindar,UA
demikian simpul mungkin probability cause jadi peristiwa celaka adalah sumber faktor manusia kemudi kendara cepat tinggi perhati kondisi prasarana lingkung begitu hadap nyata depan gundu tanah badan jalan longsor sangkut sempat ambil langkah langkah preventif hindar lubang sebut,UA
faktor manusia kemudi rupa faktor utama jadi celaka ini tahu waktu kerja lebih laku timbul lelah pengaruh hadap konsentrasi kemudi kendara itu perilaku kemudi yang tidak selamat kemudi zig zag tidak kendali kendara jadi tabrak,PRE
demikian simpul mungkin probability cause jadi peristiwa celaka adalah cara kemudi selamat kemudi zig zag kemudi mobil bus po sumber kencono kendara sepeda motor putar bukan tempat median jalan tinggi tidak standar,UA
demikian simpul mungkin probability cause jadi peristiwa celaka adalah geometri kondisi jalan tidak penuh syarat selamat kemudi mobil bus tidak cakap hadap ubah kondisi situasi dadak kritis,PRE
demikian simpul mungkin probability cause jadi peristiwa celaka adalah geometri kondisi jalan tidak penuh syarat selamat kemudi mobil bus tidak cakap hadap ubah kondisi situasi dadak kritis,UA
demikian simpul mungkin probability cause jadi peristiwa celaka sumber tidak taat kemudi mobil bus isuzu elf agml hadap atur lalu lintas lewat kendara dan lintas marka tengah garis utuh masuk jalur lawan akibat jadi tabrak,UA
demikian simpul mungkin probability cause jadi peristiwa celaka adalah sumber faktor manusia kemudi mobil bus po sinar jaya b tga kemudi kendara kurang waspada antuk lelah tidak cakap hadap kondisi kritis datang cara tiba tiba,UA
demikian simpul mungkin probability cause jadi peristiwa celaka adalah sumber faktor manusia kemudi mobil bus po sinar jaya b tga kemudi kendara kurang waspada antuk lelah tidak cakap hadap kondisi kritis datang cara tiba tiba,PRE
demikian simpul mungkin probability cause jadi peristiwa celaka adalah kemudi mobil bus kurang disiplin lalu lintas kurang berhatihati waspada kemudi kendara hasil kendali kendara saat kritis akibat mobil bus alami celaka terjun dalam jurang timbul korban jiwa,UA
demikian simpul mungkin probability cause jadi peristiwa celaka adalah cara kemudi kurang berhatihati kemudi tengok arah kiri kanan tingkat waspada terlalu lebih kapasitas muat kendara kurang familiar hadap lokasi sebut,UA
demikian simpul mungkin probability cause jadi peristiwa celaka adalah sumber kemudi mobil bus mitsubishi l pu kemudi kendara cepat tinggi sangkut alam milik sim surat izin kemudi nali medan rute lintas muat kendara lebih kapasitas tempat duduk pada hadap situasi kondisi kritis yang datang cara tiba tiba kemudi mampu cakap atas,UA
demikian simpul mungkin probability cause jadi peristiwa bakar adalah pasang lampu tambah terlalu banyak lampu akibat jadi beban arus listrik begitu besar lampau kapasitas kabel listrik guna akhir bakar kabel sekering pada mobil bus sebut lengkap mobil bus alat tanggap darurat muat barang masuk ban cadang dalam ruang tumpang tutup pintu keluar belakang ikat pintu tali tidak tanggap awak kendara hadap kondisi kritis akibat jatuh banyak korban,UA
demikian simpul sebab jadi celaka kondisi kemudi lelah fatigue akibat istirahat baik kemudi mobil bus cepat tinggi tidak mampu antisipasi hindar kondisi ekstrim hadap cara tibatiba ada gundu material upa pasir batu kerikil baik jalan tikung jalan tutup bahu badan jalan akibat ruang gerak kendara kurang lanjut ban depan kiri mobil bus naik lintas gundu akhir terjun masuk dalam jurang,PRE
demikian simpul mungkin probability cause jadi peristiwa celaka adalah sumber kendara sepeda motor putar perhati kondisi lalu lintas arah lawan kemudi mobil bus kemudi kendara cepat tinggi kurang waspada sigap tidak ambil putus tepat hadap situasi darurat,UA
demikian simpul mungkin probability cause jadi peristiwa celaka adalah sumber kendara sepeda motor putar perhati kondisi lalu lintas arah lawan kemudi mobil bus kemudi kendara cepat tinggi kurang waspada sigap tidak ambil putus tepat hadap situasi darurat,PRE
demikian simpul mungkin probability cause jadi peristiwa celaka adalah kemudi kendara kendara kurang berhatihati kurang waspada hadap kondisi jalan tanjak turun tikung kanan kiri jalan jurang kurang cakap hadap situasi kritis datang cara tibatiba,PRE
demikian simpul mungkin probability cause jadi peristiwa celaka adalah kemudi kendara kendara kurang berhatihati kurang waspada hadap kondisi jalan tanjak turun tikung kanan kiri jalan jurang kurang cakap hadap situasi kritis datang cara tibatiba,UA
demikian mungkin rangkai probable causes jadi peristiwa celaka adalah faktor lebih muat over load daya angkut normatif kemudi kemudi kendara cepat tinggi gagal kurang cepat kendara kurang fungsi sistem rem cara optimal panas lebih brake overheating kanvas rem tromol hilang daya rem loss brake power akibat kemudi mampu kendali kendara,UA
demikian mungkin rangkai probable causes jadi peristiwa celaka adalah kurang kenal familiar nya kemudi hadap rute sebut kondisi jalan rusak berat komponen kanvas rem tidak standar muat lebih kapasitas akibat sangkut kurang mampu atas kondisi kritis datang cara tibatiba,PRE
demikian mungkin rangkai probable causes jadi peristiwa celaka adalah kurang kenal familiar nya kemudi hadap rute sebut kondisi jalan rusak berat komponen kanvas rem tidak standar muat lebih kapasitas akibat sangkut kurang mampu atas kondisi kritis datang cara tibatiba,UA
demikian mungkin rangkai probable causes jadi peristiwa celaka karena fungsi sistem rem utama cara optimal cepat kendara cukup tinggi muat lebih kapasitas daya angkut kendara besar ada gaya sentrifugal kendara sulit kendali cenderung lari kanan akibat tabrak mobil tumpang suzuki futura datang arah lawan,UA
demikian simpul mungkin probability cause rangkai jadi celaka sebut kemudi alami lelah mobil bus tidak penuh syarat teknis laik jalan kondisi jalan geometri belok tanjak turun semak belukar pinggir jalan batas ruang bebas pandang kemudi tidak pagar kam tepi jalanjurang upa guard rail,PRE
demikian simpul mungkin probability cause rangkai jadi celaka sebut kemudi alami lelah mobil bus tidak penuh syarat teknis layak jalan kondisi jalan geometri belok tanjak turun semak belukar pinggir jalan batas ruang bebas pandang kemudi tidak pagar kam tepi jalanjurang upa guard rail,UA
demikian simpul mungkin probability cause rangkai jadi celaka sebut rem utama mobil bus fungsi malfungsi tidak lengkap perangkat rem parkir geometrik jalan cukup ekstrim upa jalan tanjak turun tikung kurang ramburambu ingat himbauan larang mulai jarak meter dan titik jadi celaka ketidakcakapan kemudi kemudi kendara utama saat hadap situasi kritis datang cara tibatiba,UA
demikian simpul mungkin probability cause rangkai jadi celaka sebut rem utama mobil bus fungsi malfungsi tidak lengkap perangkat rem parkir geometrik jalan cukup ekstrim upa jalan tanjak turun tikung kurang ramburambu ingat himbauan larang mulai jarak meter dan titik jadi celaka ketidakcakapan kemudi kemudi kendara utama saat hadap situasi kritis datang cara tibatiba,PRE
rangkai faktor kontribusi hadap mungkin jadi celaka sebut atas adalah kemudi mobil bus sudah capai usia senja waktu kerja kemudi per hari lebih batas waktu kerja per hari maksimal diijinkan geometri jalan cukup ekstrim alami rusa cukup parahaspal gelembung kelupas kondisi rem kendara kurang penuh syarat marka jalan bingung akibat kemudi megalami lambat ambil putus tepat hadap situasi kritis hadap cara tibatiba,UA
rangkai faktor kontribusi hadap mungkin jadi celaka sebut atas adalah kemudi mobil bus sudah capai usia senja waktu kerja kemudi per hari lebih batas waktu kerja per hari maksimal diijinkan geometri jalan cukup ekstrim alami rusa cukup parahaspal gelembung kelupas kondisi rem kendara kurang penuh syarat marka jalan bingung akibat kemudi megalami lambat ambil putus tepat hadap situasi kritis hadap cara tibatiba,PRE
demikian simpul mungkin probability cause rangkai jadi celaka sebut kondisi jalan nasional lebar m jalur arah cukup sulit kendara laku maneuvermenyiap kendara cepat lebih rendah ramburambu lalu lintas beri informasi lengkap kait situasi kondisi jalan pasang ramburambu lalulintas beri informasi ruas jalan sebut tidak ada tanda ingat segitiga kam kendara henti laku baik lelah kemudi tempuh jarak jauh kurang istirahat akibat kurang antisipasi ambil satu putus hadap kondisi ekstrim,PRE
hasil investigasi temu sebab jadi celaka kurang tidur kemudi malam penuh kemudi kendara akibat jadi turun konsentrasi ketidakstabilan emosi ketidaktepatan ambil putus turun reaksi tubuh kondisi kritis mobil bus overcapacity kemudi cepat lebih batas cepat tetap tidak kendali lewat tikung tajam highway ramp km tol jatingaleh akibat mobil hempas arah kanan keluar jalur ban kiri angkat mulai guling tabrak atas median jalan tepat bagi atas roda sisi kanan mobil bus lalu guling masuk jalur lawan akhir tabrak tebing,UA
hasil investigasi temu sebab jadi celaka kurang tidur kemudi malam penuh kemudi kendara akibat jadi turun konsentrasi ketidakstabilan emosi ketidaktepatan ambil putus turun reaksi tubuh kondisi kritis mobil bus overcapacity kemudi cepat lebih batas cepat tetap tidak kendali lewat tikung tajam highway ramp km tol jatingaleh akibat mobil hempas arah kanan keluar jalur ban kiri angkat mulai guling tabrak atas median jalan tepat bagi atas roda sisi kanan mobil bus lalu guling masuk jalur lawan akhir tabrak tebing,PRE
celaka jadi mobil bus fatigue alami awak kendara fatigue sebab oleh bagai faktor kurang istirahat awak kendara ada kondisi puasa usaha otobus tidak atur awas jam kerja awak kendara beda atur jam kerja kemudi atur dalam uu no th llaj uu no th ketenagakerjaan mungkin usaha otobus paksa jam kerja awak kendara lebih yang laku cara internasional,PRE
jadi fatalitas tinggi oleh jadi tumbu mobil bus tiang jpo kurang survival space akibat tumbu samping structural integrity kokoh superstructure uji crashworthinessnya hadap tumbu rollover korosi yag parah kurang survival space kaca bukan safety glass tingkat parah korban tambah akibat kursi kemudi tumpang baris depan lengkap safety belt sesuai tentu uu no tahun llaj,PRE
